X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,hours,phones,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,email,date_updated,dis_status,POINT_X,POINT_Y
-117.72359980798,34.0962125476339,12513,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 101,606 W. Bonita Ave.,,Claremont,CA,"Monday through Sunday, 24 hours per day.",(909) 626-7351 ,www.fire.lacounty.gov,,,13325,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",91711,http://egis3.lacounty.gov/lms/?p=13325,publish,34.09621258,-117.72359975,,2017/03/09 09:19:48+00,,6645351.21475381,1857509.05592765
-117.738170017386,34.1211173172733,12516,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 102,2040 N. Sumner Ave.,,Claremont,CA,"Monday through Sunday, 24 hours per day.",(909) 626-0971 ,www.fire.lacounty.gov,,,13326,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",91711,http://egis3.lacounty.gov/lms/?p=13326,publish,34.12111735,-117.73816996,,2017/03/09 09:24:51+00,,6640916.44770472,1866560.52470131
-118.108199326999,33.9828079572603,12519,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 103,7300 S. Paramount Blvd.,,Pico Rivera,CA,"Monday through Sunday, 24 hours per day.",(562) 942-1015 ,www.fire.lacounty.gov,,,13327,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",90660,http://egis3.lacounty.gov/lms/?p=13327,publish,33.98280799,-118.10819927,,2017/03/16 14:10:56+00,,6528868.26300889,1816141.48315114
-118.506768056697,34.4282009657472,12522,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 104,26901 Golden Valley Road,,Santa Clarita,CA,"Monday through Sunday, 24 hours per day.",(661) 255-0509,www.fire.lacounty.gov,,,13328,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",91351,http://egis3.lacounty.gov/lms/?p=13328,publish,34.428201,-118.506768,,2020/06/16 11:03:32+00,,6408854.57160631,1978596.01027556
-118.216571265777,33.8598023472736,12525,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 105,18915 S. Santa Fe Ave.,,Compton,CA,"Monday through Sunday, 24 hours per day.",(310) 632-1634 ,www.fire.lacounty.gov,,,13329,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",90221,http://egis3.lacounty.gov/lms/?p=13329,publish,33.85980238,-118.21657121,,2017/03/16 10:25:28+00,,6495917.44111539,1771430.12178664
-118.376337106164,33.7721123473329,12528,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 106 (Battalion 14 Headquarters),27413 Indian Peak Rd.,,Rolling Hills Estates,CA,"Monday through Sunday, 24 hours per day.",(310) 377-9523,www.fire.lacounty.gov,,,13330,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",90275,http://egis3.lacounty.gov/lms/?p=13330,publish,33.77211238,-118.37633705,,2017/03/24 15:05:56+00,,6447291.84939039,1739660.67088997
-118.451194795851,34.4168345760432,12532,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 107,18239 W. Soledad Canyon Rd.,,Canyon Country,CA,"Monday through Sunday, 24 hours per day.",(661) 252-2414 ,www.fire.lacounty.gov,,,13331,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",91351,http://egis3.lacounty.gov/lms/?p=13331,publish,34.41683461,-118.45119474,,2017/04/03 16:20:57+00,,6425593.98629014,1974379.7345874
-118.51467540645,34.4688202358567,12535,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 108,28799 Rock Canyon Dr.,,Santa Clarita,CA,"Monday through Sunday, 24 hours per day.",(661) 297-8653,www.fire.lacounty.gov,,,13332,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",91390,http://egis3.lacounty.gov/lms/?p=13332,publish,34.46882027,-118.51467535,,2017/04/03 16:24:49+00,,6406545.82130255,1993390.14505731
-118.132845957129,34.1885852465484,12538,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 11,2521 N. El Molino Ave.,,Altadena,CA,"Monday through Sunday, 24 hours per day.",(626) 797-2104,www.fire.lacounty.gov,,,13333,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",91001,http://egis3.lacounty.gov/lms/?p=13333,publish,34.18858528,-118.1328459,,2017/03/09 11:52:37+00,,6521495.27677064,1891036.66603765
-118.4485844361,33.9839655865001,12541,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 110,4433 Admiralty Way,,Marina Del Rey,CA,"Monday through Sunday, 24 hours per day.",(310) 823-3773 ,www.fire.lacounty.gov,,,13334,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",90292,http://egis3.lacounty.gov/lms/?p=13334,publish,33.98396562,-118.44858438,,2018/05/10 09:04:26+00,,6425678.23480931,1816848.56047714
-118.531999366441,34.4341585564286,12544,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 111,26829 Seco Canyon Rd.,,Valencia,CA,"Monday through Sunday, 24 hours per day.",(661) 296-5758 ,www.fire.lacounty.gov,,,13335,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",91350,http://egis3.lacounty.gov/lms/?p=13335,publish,34.43415859,-118.53199931,,2017/04/03 16:27:54+00,,6401257.62124905,1980803.38446973
-118.288196566557,34.754401685716,12547,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 112,8812 W. Ave. E-8,,Lancaster,CA,"Monday through Sunday, 24 hours per day.",(661) 948-2401,www.fire.lacounty.gov,,,13336,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",93535,http://egis3.lacounty.gov/lms/?p=13336,publish,34.75440172,-118.28819651,,2017/03/23 16:29:57+00,,6475104.85642831,2097047.99876481
-117.825458107524,34.6068569164456,12550,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 114,39939 N. 170Th St. E,,Palmdale,CA,"Monday through Sunday, 24 hours per day.",(661) 264-4583 ,www.fire.lacounty.gov,,,13337,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",93550,http://egis3.lacounty.gov/lms/?p=13337,publish,34.60685695,-117.82545805,,2017/03/31 09:45:11+00,,6614190.69275738,2043273.48295447
-118.09213835649,33.8878249775159,12553,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 115,11317 Alondra Blvd.,,Norwalk,CA,"Monday through Sunday, 24 hours per day.",(562) 868-5212 ,www.fire.lacounty.gov,,,13338,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",90650,http://egis3.lacounty.gov/lms/?p=13338,publish,33.88782501,-118.0921383,,2017/04/03 10:10:51+00,,6533705.67787471,1781570.22256939
-118.261884306275,33.8674379275002,12556,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 116,755 Victoria St.,,Carson,CA,"Monday through Sunday, 24 hours per day.",(310) 324-5941 ,www.fire.lacounty.gov,,,13339,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",90746,http://egis3.lacounty.gov/lms/?p=13339,publish,33.86743796,-118.26188425,,2017/03/16 10:28:42+00,,6482167.27832705,1774241.63027123
-118.077465327822,34.6986766958148,12559,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 117,44851 30Th Street East,,Lancaster,CA,"Monday through Sunday, 24 hours per day.",(661) 946-0471 ,www.fire.lacounty.gov,,,13340,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",93535,http://egis3.lacounty.gov/lms/?p=13340,publish,34.69867673,-118.07746527,,2017/03/24 09:45:37+00,,6538386.4483688,2076652.72426672
-117.935509237425,34.0002561873613,12562,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 118,17056 Gale Ave.,,City Of Industry,CA,"Monday through Sunday, 24 hours per day.",(626) 854-3488,www.fire.lacounty.gov,,,13341,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",91745,http://egis3.lacounty.gov/lms/?p=13341,publish,34.00025622,-117.93550918,,2017/03/24 10:47:22+00,,6581217.51920256,1822479.87434573
-117.855487207223,33.9763644273552,12565,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 119,20480 E. Pathfinder Rd.,,Walnut,CA,"Monday through Sunday, 24 hours per day.",(909) 598-4290 ,www.fire.lacounty.gov,,,13342,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",91789,http://egis3.lacounty.gov/lms/?p=13342,publish,33.97636446,-117.85548715,,2017/04/03 08:51:06+00,,6605484.71279405,1813810.39266898
-118.158451306402,34.1929499764914,12568,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 12,2760 N. Lincoln Ave.,,Altadena,CA,"Monday through Sunday, 24 hours per day.",(626) 797-1911 ,www.fire.lacounty.gov,,,13343,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",91001,http://egis3.lacounty.gov/lms/?p=13343,publish,34.19295001,-118.15845125,,2017/03/09 11:59:03+00,,6513754.25681964,1892636.28816648
-117.814227117724,34.001916557138,12571,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 120 (Battalion 19 Headquarters),1051 S. Grand Ave.,,Diamond Bar,CA,"Monday through Sunday, 24 hours per day.",(909) 861-5995 ,www.fire.lacounty.gov,,,13344,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",91765,http://egis3.lacounty.gov/lms/?p=13344,publish,34.00191659,-117.81422706,,2017/04/03 08:54:13+00,,6617977.02639206,1823129.88059165
-117.793298787334,34.0259915170519,12575,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angleles County Fire Department - Station 121,346 Armitos Place,,Diamond Bar,CA,"Monday through Sunday, 24 hours per day.",(909) 396-0164 ,www.fire.lacounty.gov,,,13345,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",91765,http://egis3.lacounty.gov/lms/?p=13345,publish,34.02599155,-117.79329873,,2017/04/03 09:01:28+00,,6624302.25586756,1831903.61041948
-118.160836876248,33.8336923369195,12578,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 122,2600 Greenmeadow Rd.,,Lakewood,CA,"Monday through Sunday, 24 hours per day.",(562) 421-7713 ,www.fire.lacounty.gov,,,13346,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",90712,http://egis3.lacounty.gov/lms/?p=13346,publish,33.83369237,-118.16083682,,2017/03/16 16:25:11+00,,6512823.6628803,1761896.27241606
-118.414109826517,34.3849616563751,12581,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 123,26321 N. Sand Canyon Rd.,,Santa Clarita,CA,"Monday through Sunday, 24 hours per day.",(661) 252-1235,www.fire.lacounty.gov,,,13347,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",91351,http://egis3.lacounty.gov/lms/?p=13347,publish,34.38496169,-118.41410977,,2017/04/03 16:32:54+00,,6436730.63265197,1962732.49738322
-118.582271566007,34.387477645791,12584,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 124,25870 Hemingway Ave.,,Stevenson Ranch,CA,"Monday through Sunday, 24 hours per day.",(661) 254-4404 ,www.fire.lacounty.gov,,,13348,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",91381,http://egis3.lacounty.gov/lms/?p=13348,publish,34.38747768,-118.58227151,,2017/03/10 12:19:42+00,,6386000.89946596,1963899.55738506
-118.697804565252,34.151180006544,12587,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 125,5215 N. Las Virgenes Rd.,,Calabasas,CA,"Monday through Sunday, 24 hours per day.",(818) 880-4411,www.fire.lacounty.gov,,,13349,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",91302,http://egis3.lacounty.gov/lms/?p=13349,publish,34.15118004,-118.69780451,,2017/03/10 11:54:18+00,,6350548.51334989,1878130.48712565
-118.553203995972,34.4150882663519,12590,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 126 (Battalion 6 Headquarters),26320 Citrus St.,,Santa Clarita,CA,"Monday through Sunday, 24 hours per day.",(661) 753-9710 ,www.fire.lacounty.gov,,,13350,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",91355,http://egis3.lacounty.gov/lms/?p=13350,publish,34.4150883,-118.55320394,,2017/03/10 12:24:08+00,,6394825.69972973,1973897.93240139
-118.238367255651,33.8246607869499,12594,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 127,2049 E. 223rd St.,,Carson,CA,"Monday through Sunday, 24 hours per day.",(310) 830-3170,www.fire.lacounty.gov,,,13351,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",90810,http://egis3.lacounty.gov/lms/?p=13351,publish,33.82466082,-118.2383672,,2017/03/16 10:31:20+00,,6489269.67488338,1758656.22082531
-118.472539246517,34.4420172461159,12597,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 128,28450 Whites Cyn. Rd.,,Santa Clarita,CA,"Monday through Sunday, 24 hours per day.",(661) 297-1692,www.fire.lacounty.gov,,,13352,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",91351,http://egis3.lacounty.gov/lms/?p=13352,publish,34.44201728,-118.47253919,,2017/04/03 16:36:42+00,,6419199.81797613,1983573.70701306
-118.140784527647,34.6480579861004,12600,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 129,42110 6Th Street West,,Lancaster,CA,"Monday through Sunday, 24 hours per day.",(661) 940-7700 ,www.fire.lacounty.gov,,,13353,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",93534,http://egis3.lacounty.gov/lms/?p=13353,publish,34.64805802,-118.14078447,,2017/03/24 09:49:22+00,,6519328.69777048,2058251.74039948
-118.201108477654,34.6928290054727,12603,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 130,44558 40Th Street West,,Lancaster,CA,"Monday through Sunday, 24 hours per day.",(661) 945-5788 ,www.fire.lacounty.gov,,,13354,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",93536,http://egis3.lacounty.gov/lms/?p=13354,publish,34.69282904,-118.20110842,,2017/03/24 09:52:21+00,,6501218.59291464,2074576.06831506
-118.081272816792,34.5584439062114,12606,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 131,2629 E. Ave. S,,Palmdale,CA,"Monday through Sunday, 24 hours per day.",(661) 947-8700 ,www.fire.lacounty.gov,,,13355,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",93550,http://egis3.lacounty.gov/lms/?p=13355,publish,34.55844394,-118.08127276,,2017/03/31 10:20:39+00,,6537200.7637323,2025619.03237106
-118.41765588696,34.4392718463378,12609,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 132,29310 Sand Canyon Rd.,,Santa Clarita,CA,"Monday through Sunday, 24 hours per day.",(661) 250-0531,www.fire.lacounty.gov,,,13356,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",91387,http://egis3.lacounty.gov/lms/?p=13356,publish,34.43927188,-118.41765583,,2017/04/03 16:40:19+00,,6435742.89086105,1982501.33481398
-118.175023727714,34.6683001262727,12612,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 134,43225 N. 25Th Street West,,Lancaster,CA,"Monday through Sunday, 24 hours per day.",(661) 723-8546 ,www.fire.lacounty.gov,,,13357,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",93534,http://egis3.lacounty.gov/lms/?p=13357,publish,34.66830016,-118.17502367,,2017/03/24 09:56:14+00,,6509043.92667338,2065634.61014815
-118.095193997895,34.6710861460012,12615,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 135,1846 East Ave. K-4,,Lancaster,CA,"Monday through Sunday, 24 hours per day.",(661) 726-0732 ,www.fire.lacounty.gov,,,13358,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",93535,http://egis3.lacounty.gov/lms/?p=13358,publish,34.67108618,-118.09519394,,2017/03/24 10:03:02+00,,6533048.20445214,2066616.26238431
-118.194784126974,34.6161407360888,12618,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 136,3650 Bolz Ranch Rd.,,Palmdale,CA,"Monday through Sunday, 24 hours per day.",(661) 267-7893,www.fire.lacounty.gov,,,13359,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",93551,http://egis3.lacounty.gov/lms/?p=13359,publish,34.61614077,-118.19478407,,2017/03/31 10:24:30+00,,6503065.56264588,2046663.29310398
-118.300587196231,33.9385040566859,12621,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 14,1401 W. 108th St.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day.",(323) 756-9900 ,www.fire.lacounty.gov,,,13360,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",90047,http://egis3.lacounty.gov/lms/?p=13360,publish,33.93850409,-118.30058714,,2017/04/03 09:23:35+00,,6470495.19176313,1800137.00859848
-118.284878756414,34.6173296455624,12624,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 140,8723 Elizabeth Lake Rd.,,Leona Valley,CA,"Monday through Sunday, 24 hours per day.",(661) 270-1585 ,,,,13361,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",93551,http://egis3.lacounty.gov/lms/?p=13361,publish,34.61732968,-118.2848787,,2017/03/24 10:06:23+00,,6475960.04533473,2047160.64283106
-117.829462897657,34.0746076771414,12627,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 141,1124 W. Puente Ave.,,San Dimas,CA,"Monday through Sunday, 24 hours per day.",(909) 599-7117 ,www.fire.lacounty.gov,,,13362,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",91773,http://egis3.lacounty.gov/lms/?p=13362,publish,34.07460771,-117.82946284,,2017/03/09 09:32:23+00,,6613314.27193806,1849575.39003648
-118.819243275338,34.1390063865274,12630,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 144,31981 Foxfield Dr.,,Westlake Village,CA,"Monday through Sunday, 24 hours per day.",(818) 889-1626 ,www.fire.lacounty.gov,,,13364,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",91361,http://egis3.lacounty.gov/lms/?p=13364,publish,34.13900642,-118.81924322,,2017/03/10 11:58:31+00,,6313771.69353098,1873977.68867272
-117.889550097443,33.9893208477328,12633,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 145 (Battalion 12 Headquarters),1525 S. Nogales Ave.,,Rowland Heights,CA,"Monday through Sunday, 24 hours per day.",(626) 854-3486 ,www.fire.lacounty.gov,,,13365,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",91748,http://egis3.lacounty.gov/lms/?p=13365,publish,33.98932088,-117.88955004,,2017/03/24 10:50:30+00,,6595152.11895797,1818512.40393423
-117.852797157608,34.0450901072083,12637,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 146,20604 E. Loyalton Dr.,,Walnut,CA,"Monday through Sunday, 24 hours per day.",(909) 595-7711 ,www.fire.lacounty.gov,,,13366,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",91789,http://egis3.lacounty.gov/lms/?p=13366,publish,34.04509014,-117.8527971,,2017/04/03 09:06:52+00,,6606263.67120989,1838822.21862948
-118.214295626699,33.9305172071459,12640,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 147,3161 E. Imperial Hwy.,,Lynwood,CA,"Monday through Sunday, 24 hours per day.",(310) 603-5255 ,www.fire.lacounty.gov,,,13367,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",90262,http://egis3.lacounty.gov/lms/?p=13367,publish,33.93051724,-118.21429557,,2017/03/24 11:37:42+00,,6496663.20734039,1797163.38724914
-118.190384986027,33.9221683971473,12643,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 148,4264 Martin Luther King Jr. Blvd.,,Lynwood,CA,"Monday through Sunday, 24 hours per day.",(310) 603-5270,www.fire.lacounty.gov,,,13368,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",90262,http://egis3.lacounty.gov/lms/?p=13368,publish,33.92216843,-118.19038493,,2017/03/24 11:40:29+00,,6503910.79914439,1794110.47209515
-118.616067215914,34.4965645058439,12646,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 149,31770 Ridge Route,,Castaic,CA,"Monday through Sunday, 24 hours per day.",(661) 257-3020 ,www.fire.lacounty.gov,,,13369,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",91384,http://egis3.lacounty.gov/lms/?p=13369,publish,34.49656454,-118.61606716,,2017/03/10 12:34:57+00,,6376048.29732397,2003658.59597707
-117.993444026476,33.9297004974848,12649,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 15,11460 Santa Gertrudes Ave.,,Whittier,CA,"Monday through Sunday, 24 hours per day.",(562) 943-4537 ,www.fire.lacounty.gov,,,13370,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",90604,http://egis3.lacounty.gov/lms/?p=13370,publish,33.92970053,-117.99344397,,2017/04/03 09:48:22+00,,6563659.14093356,1796796.94113165
-117.867638837524,34.1378111573579,12652,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 151,231 W. Mountain View Ave.,,Glendora,CA,"Monday through Sunday, 24 hours per day.",(626) 963-2733 ,www.fire.lacounty.gov,,,13371,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",91741,http://egis3.lacounty.gov/lms/?p=13371,publish,34.13781119,-117.86763878,,2017/03/09 09:36:58+00,,6601723.13140647,1872558.87786207
-117.905911247166,34.0960134372798,12655,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 152,807 W. Cypress St.,,Covina,CA,"Monday through Sunday, 24 hours per day.",(626) 974-8361 ,www.fire.lacounty.gov,,,13372,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",91723,http://egis3.lacounty.gov/lms/?p=13372,publish,34.09601347,-117.90591119,,2017/03/24 16:36:57+00,,6590156.05677164,1857334.87254898
-117.857626736911,34.0961247768365,12658,Current Services Locator,,Public Safety,Fire Stations,,Los Angeles County Fire Department,Los Angeles County Fire Department - Station 153,1577 E. Cypress St.,,Covina,CA,"Monday through Sunday, 24 hours per day.",(626) 974-8362 ,www.fire.lacounty.gov,,,13373,"The Los Angeles County Fire Department provides Emergency Medical Services (EMS), fire and rescue services and safe haven services for unincorporated Los Angeles County and for contract cities.",91723,http://egis3.lacounty.gov/lms/?p=13373,publish,34.09612481,-117.85762668,,2017/03/28 08:58:41+00,,6604774.30214138,1857392.58634432
