Station,Date,WeatherType
LAX,19600202,40
LAX,19600203,40
LAX,19600204,40
LAX,19600205,40
LAX,19600206,40
LAX,19600207,40
LAX,19600208,70
LAX,19600209,40
LAX,19600210,70
LAX,19600211,70
LAX,19600212,10
LAX,19600213,70
LAX,19600214,10
LAX,19600215,10
LAX,19600216,10
LAX,19600217,10
LAX,19600218,70
LAX,19600219,10
LAX,19600220,10
LAX,19600221,70
LAX,19600222,10
LAX,19600223,10
LAX,19600224,20
LAX,19600225,70
LAX,19600226,50
LAX,19600227,40
LAX,19600228,50
LAX,19600229,40
LAX,19600301,50
LAX,19600302,20
LAX,19600303,50
LAX,19600304,50
LAX,19600305,50
LAX,19600306,10
LAX,19600307,40
LAX,19600308,40
LAX,19600309,50
LAX,19600310,50
LAX,19600311,50
LAX,19600312,40
LAX,19600313,40
LAX,19600314,70
LAX,19600315,70
LAX,19600316,10
LAX,19600317,30
LAX,19600318,30
LAX,19600319,10
LAX,19600320,40
LAX,19600321,40
LAX,19600322,40
LAX,19600323,40
LAX,19600324,40
LAX,19600325,40
LAX,19600326,40
LAX,19600327,40
LAX,19600328,40
LAX,19600329,10
LAX,19600330,10
LAX,19600331,70
LAX,19600401,70
LAX,19600402,31
LAX,19600403,30
LAX,19600404,10
LAX,19600405,40
LAX,19600406,40
LAX,19600407,10
LAX,19600408,40
LAX,19600409,40
LAX,19600410,40
LAX,19600411,50
LAX,19600412,10
LAX,19600413,10
LAX,19600414,10
LAX,19600415,70
LAX,19600416,10
LAX,19600417,10
LAX,19600418,10
LAX,19600419,10
LAX,19600420,10
LAX,19600421,40
LAX,19600422,10
LAX,19600423,10
LAX,19600424,20
LAX,19600425,10
LAX,19600426,10
LAX,19600427,40
LAX,19600428,10
LAX,19600429,10
LAX,19600430,10
LAX,19600501,10
LAX,19600502,40
LAX,19600503,50
LAX,19600504,50
LAX,19600505,70
LAX,19600506,10
LAX,19600507,70
LAX,19600508,10
LAX,19600509,10
LAX,19600510,10
LAX,19600511,60
LAX,19600512,10
LAX,19600513,10
LAX,19600514,40
LAX,19600515,40
LAX,19600516,10
LAX,19600517,10
LAX,19600518,10
LAX,19600519,70
LAX,19600520,70
LAX,19600521,10
LAX,19600522,10
LAX,19600523,70
LAX,19600524,20
LAX,19600525,10
LAX,19600526,10
LAX,19600527,70
LAX,19600528,10
LAX,19600529,10
LAX,19600530,10
LAX,19600531,10
LAX,19600601,40
LAX,19600602,40
LAX,19600603,40
LAX,19600604,40
LAX,19600605,40
LAX,19600606,40
LAX,19600607,40
LAX,19600608,10
LAX,19600609,10
LAX,19600610,40
LAX,19600611,10
LAX,19600612,40
LAX,19600613,40
LAX,19600614,40
LAX,19600615,40
LAX,19600616,40
LAX,19600617,40
LAX,19600618,40
LAX,19600619,40
LAX,19600620,10
LAX,19600621,10
LAX,19600622,60
LAX,19600623,40
LAX,19600624,40
LAX,19600625,10
LAX,19600626,40
LAX,19600627,40
LAX,19600628,10
LAX,19600629,10
LAX,19600630,10
LAX,19600701,10
LAX,19600702,10
LAX,19600703,50
LAX,19600704,50
LAX,19600705,50
LAX,19600706,50
LAX,19600707,50
LAX,19600708,50
LAX,19600709,40
LAX,19600710,40
LAX,19600711,50
LAX,19600712,10
LAX,19600713,10
LAX,19600714,50
LAX,19600715,10
LAX,19600716,70
LAX,19600717,70
LAX,19600718,40
LAX,19600719,40
LAX,19600720,10
LAX,19600721,60
LAX,19600722,60
LAX,19600723,60
LAX,19600724,60
LAX,19600725,60
LAX,19600726,10
LAX,19600727,60
LAX,19600728,10
LAX,19600729,70
LAX,19600730,60
LAX,19600731,10
LAX,19600801,10
LAX,19600802,10
LAX,19600803,10
LAX,19600804,10
LAX,19600805,10
LAX,19600806,40
LAX,19600807,40
LAX,19600808,40
LAX,19600809,40
LAX,19600810,40
LAX,19600811,10
LAX,19600812,40
LAX,19600813,40
LAX,19600814,40
LAX,19600815,40
LAX,19600816,40
LAX,19600817,40
LAX,19600818,40
LAX,19600819,40
LAX,19600820,40
LAX,19600821,40
LAX,19600822,10
LAX,19600823,10
LAX,19600824,10
LAX,19600825,10
LAX,19600826,70
LAX,19600827,10
LAX,19600828,40
LAX,19600829,50
LAX,19600830,40
LAX,19600831,10
LAX,19600901,40
LAX,19600902,10
LAX,19600903,10
LAX,19600904,70
LAX,19600905,10
LAX,19600906,40
LAX,19600907,40
LAX,19600908,10
LAX,19600909,60
LAX,19600910,60
LAX,19600911,60
LAX,19600912,60
LAX,19600913,60
LAX,19600914,60
LAX,19600915,60
LAX,19600916,10
LAX,19600917,10
LAX,19600918,40
LAX,19600919,10
LAX,19600920,10
LAX,19600921,10
LAX,19600922,10
LAX,19600923,10
LAX,19600924,10
LAX,19600925,40
LAX,19600926,40
LAX,19600927,10
LAX,19600928,70
LAX,19600929,40
LAX,19600930,10
LAX,19601001,10
LAX,19601002,10
LAX,19601003,10
LAX,19601004,10
LAX,19601005,60
LAX,19601006,60
LAX,19601007,60
LAX,19601008,40
LAX,19601009,70
LAX,19601010,70
LAX,19601011,20
LAX,19601012,20
LAX,19601013,10
LAX,19601014,10
LAX,19601015,70
LAX,19601016,30
LAX,19601017,10
LAX,19601018,70
LAX,19601019,10
LAX,19601020,10
LAX,19601021,10
LAX,19601022,10
LAX,19601023,40
LAX,19601024,10
LAX,19601025,10
LAX,19601026,50
LAX,19601027,10
LAX,19601028,10
LAX,19601029,40
LAX,19601030,50
LAX,19601031,50
LAX,19601101,40
LAX,19601102,40
LAX,19601103,40
LAX,19601104,10
LAX,19601105,40
LAX,19601106,40
LAX,19601107,10
LAX,19601108,10
LAX,19601109,10
LAX,19601110,10
LAX,19601111,50
LAX,19601112,40
LAX,19601113,10
LAX,19601114,10
LAX,19601115,10
LAX,19601116,10
LAX,19601117,10
LAX,19601118,10
LAX,19601119,30
LAX,19601120,30
LAX,19601121,10
LAX,19601122,10
LAX,19601123,10
LAX,19601124,50
LAX,19601125,50
LAX,19601126,50
LAX,19601127,20
LAX,19601128,20
LAX,19601129,10
LAX,19601130,20
LAX,19601201,40
LAX,19601202,40
LAX,19601203,10
LAX,19601204,10
LAX,19601205,10
LAX,19601206,20
LAX,19601207,20
LAX,19601208,20
LAX,19601209,20
LAX,19601210,50
LAX,19601211,10
LAX,19601212,10
LAX,19601213,10
LAX,19601214,10
LAX,19601215,10
LAX,19601216,10
LAX,19601217,10
LAX,19601218,10
LAX,19601219,10
LAX,19601220,30
LAX,19601221,30
LAX,19601222,30
LAX,19601223,30
LAX,19601224,10
LAX,19601225,10
LAX,19601226,10
LAX,19601227,10
LAX,19601228,10
LAX,19601229,30
LAX,19601230,30
LAX,19601231,50
LAX,19610101,50
LAX,19610102,10
LAX,19610103,30
LAX,19610104,30
LAX,19610105,30
LAX,19610106,30
LAX,19610107,10
LAX,19610108,30
LAX,19610109,30
LAX,19610110,30
LAX,19610111,30
LAX,19610112,30
LAX,19610113,10
LAX,19610114,30
LAX,19610115,31
LAX,19610116,30
LAX,19610117,31
LAX,19610118,30
LAX,19610119,31
LAX,19610120,31
LAX,19610121,30
LAX,19610122,40
LAX,19610123,10
LAX,19610124,40
LAX,19610125,40
LAX,19610126,40
LAX,19610127,40
LAX,19610128,10
LAX,19610129,40
LAX,19610130,10
LAX,19610131,10
LAX,19610201,40
LAX,19610202,40
LAX,19610203,30
LAX,19610204,30
LAX,19610205,30
LAX,19610206,10
LAX,19610207,40
LAX,19610208,10
LAX,19610209,10
LAX,19610210,10
LAX,19610211,40
LAX,19610212,10
LAX,19610213,10
LAX,19610214,10
LAX,19610215,10
LAX,19610216,40
LAX,19610217,10
LAX,19610218,10
LAX,19610219,70
LAX,19610220,10
LAX,19610221,10
LAX,19610222,70
LAX,19610223,70
LAX,19610224,30
LAX,19610225,70
LAX,19610226,70
LAX,19610227,10
LAX,19610228,10
LAX,19610301,30
LAX,19610302,70
LAX,19610303,70
LAX,19610304,50
LAX,19610305,10
LAX,19610306,10
LAX,19610307,10
LAX,19610308,70
LAX,19610309,10
LAX,19610310,10
LAX,19610311,10
LAX,19610312,10
LAX,19610313,10
LAX,19610314,50
LAX,19610315,70
LAX,19610316,70
LAX,19610317,50
LAX,19610318,70
LAX,19610319,10
LAX,19610320,10
LAX,19610321,10
LAX,19610322,40
LAX,19610323,50
LAX,19610324,40
LAX,19610325,10
LAX,19610326,10
LAX,19610327,40
LAX,19610328,10
LAX,19610329,10
LAX,19610330,10
LAX,19610331,40
LAX,19610401,10
LAX,19610402,10
LAX,19610403,10
LAX,19610404,10
LAX,19610405,40
LAX,19610406,40
LAX,19610407,40
LAX,19610408,10
LAX,19610409,70
LAX,19610410,40
LAX,19610411,10
LAX,19610412,40
LAX,19610413,10
LAX,19610414,10
LAX,19610415,10
LAX,19610416,30
LAX,19610417,40
LAX,19610418,40
LAX,19610419,10
LAX,19610420,10
LAX,19610421,10
LAX,19610422,10
LAX,19610423,10
LAX,19610424,70
LAX,19610425,10
LAX,19610426,10
LAX,19610427,10
LAX,19610428,10
LAX,19610429,40
LAX,19610430,10
LAX,19610501,70
LAX,19610502,70
LAX,19610503,10
LAX,19610504,10
LAX,19610505,20
LAX,19610506,20
LAX,19610507,20
LAX,19610508,10
LAX,19610509,10
LAX,19610510,10
LAX,19610511,20
LAX,19610512,20
LAX,19610513,20
LAX,19610514,70
LAX,19610515,20
LAX,19610516,50
LAX,19610517,50
LAX,19610518,50
LAX,19610519,10
LAX,19610520,10
LAX,19610521,10
LAX,19610522,40
LAX,19610523,10
LAX,19610524,10
LAX,19610525,40
LAX,19610526,40
LAX,19610527,10
LAX,19610528,10
LAX,19610529,10
LAX,19610530,10
LAX,19610531,40
LAX,19610601,20
LAX,19610602,20
LAX,19610603,20
LAX,19610604,50
LAX,19610605,50
LAX,19610606,10
LAX,19610607,10
LAX,19610608,50
LAX,19610609,40
LAX,19610610,10
LAX,19610611,40
LAX,19610612,40
LAX,19610613,40
LAX,19610614,50
LAX,19610615,40
LAX,19610616,40
LAX,19610617,40
LAX,19610618,40
LAX,19610619,10
LAX,19610620,40
LAX,19610621,40
LAX,19610622,40
LAX,19610623,40
LAX,19610624,40
LAX,19610625,40
LAX,19610626,40
LAX,19610627,40
LAX,19610628,10
LAX,19610629,10
LAX,19610630,10
LAX,19610701,10
LAX,19610702,40
LAX,19610703,10
LAX,19610704,40
LAX,19610705,10
LAX,19610706,70
LAX,19610707,10
LAX,19610708,60
LAX,19610709,10
LAX,19610710,40
LAX,19610711,60
LAX,19610712,60
LAX,19610713,10
LAX,19610714,40
LAX,19610715,40
LAX,19610716,40
LAX,19610717,60
LAX,19610718,60
LAX,19610719,60
LAX,19610720,60
LAX,19610721,40
LAX,19610722,10
LAX,19610723,10
LAX,19610724,60
LAX,19610725,60
LAX,19610726,60
LAX,19610727,40
LAX,19610728,40
LAX,19610729,40
LAX,19610730,60
LAX,19610731,10
LAX,19610801,40
LAX,19610802,40
LAX,19610803,40
LAX,19610804,60
LAX,19610805,60
LAX,19610806,60
LAX,19610807,40
LAX,19610808,40
LAX,19610809,70
LAX,19610810,40
LAX,19610811,40
LAX,19610812,40
LAX,19610813,70
LAX,19610814,10
LAX,19610815,40
LAX,19610816,40
LAX,19610817,40
LAX,19610818,40
LAX,19610819,40
LAX,19610820,70
LAX,19610821,60
LAX,19610822,60
LAX,19610823,60
LAX,19610824,40
LAX,19610825,40
LAX,19610826,40
LAX,19610827,10
LAX,19610828,40
LAX,19610829,40
LAX,19610830,40
LAX,19610831,50
LAX,19610901,50
LAX,19610902,40
LAX,19610903,10
LAX,19610904,70
LAX,19610905,71
LAX,19610906,10
LAX,19610907,10
LAX,19610908,10
LAX,19610909,10
LAX,19610910,10
LAX,19610911,40
LAX,19610912,40
LAX,19610913,40
LAX,19610914,40
LAX,19610915,40
LAX,19610916,40
LAX,19610917,40
LAX,19610918,70
LAX,19610919,10
LAX,19610920,40
LAX,19610921,40
LAX,19610922,40
LAX,19610923,10
LAX,19610924,10
LAX,19610925,40
LAX,19610926,50
LAX,19610927,40
LAX,19610928,10
LAX,19610929,10
LAX,19610930,10
LAX,19611001,40
LAX,19611002,40
LAX,19611003,40
LAX,19611004,40
LAX,19611005,40
LAX,19611006,40
LAX,19611007,40
LAX,19611008,10
LAX,19611009,70
LAX,19611010,10
LAX,19611011,10
LAX,19611012,10
LAX,19611013,30
LAX,19611014,33
LAX,19611015,34
LAX,19611016,61
LAX,19611017,40
LAX,19611018,40
LAX,19611019,40
LAX,19611020,40
LAX,19611021,40
LAX,19611022,10
LAX,19611023,10
LAX,19611024,10
LAX,19611025,10
LAX,19611026,50
LAX,19611027,10
LAX,19611028,71
LAX,19611029,70
LAX,19611030,10
LAX,19611031,70
LAX,19611101,40
LAX,19611102,10
LAX,19611103,10
LAX,19611104,40
LAX,19611105,30
LAX,19611106,70
LAX,19611107,30
LAX,19611108,30
LAX,19611109,10
LAX,19611110,40
LAX,19611111,40
LAX,19611112,10
LAX,19611113,30
LAX,19611114,10
LAX,19611115,10
LAX,19611116,40
LAX,19611117,20
LAX,19611118,10
LAX,19611119,20
LAX,19611120,70
LAX,19611121,10
LAX,19611122,20
LAX,19611123,20
LAX,19611124,50
LAX,19611125,50
LAX,19611126,50
LAX,19611127,10
LAX,19611128,10
LAX,19611129,50
LAX,19611130,50
LAX,19611201,40
LAX,19611202,40
LAX,19611203,40
LAX,19611204,10
LAX,19611205,10
LAX,19611206,10
LAX,19611207,30
LAX,19611208,50
LAX,19611209,50
LAX,19611210,50
LAX,19611211,10
LAX,19611212,50
LAX,19611213,10
LAX,19611214,50
LAX,19611215,10
LAX,19611216,10
LAX,19611217,50
LAX,19611218,50
LAX,19611219,10
LAX,19611220,10
LAX,19611221,50
LAX,19611222,50
LAX,19611223,10
LAX,19611224,10
LAX,19611225,50
LAX,19611226,50
LAX,19611227,50
LAX,19611228,10
LAX,19611229,10
LAX,19611230,10
LAX,19611231,40
LAX,19620101,60
LAX,19620102,10
LAX,19620103,10
LAX,19620104,40
LAX,19620105,30
LAX,19620106,10
LAX,19620107,30
LAX,19620108,30
LAX,19620109,10
LAX,19620110,70
LAX,19620111,70
LAX,19620112,70
LAX,19620113,70
LAX,19620114,20
LAX,19620115,20
LAX,19620116,10
LAX,19620117,10
LAX,19620118,10
LAX,19620119,40
LAX,19620120,70
LAX,19620121,50
LAX,19620122,50
LAX,19620123,10
LAX,19620124,70
LAX,19620125,50
LAX,19620126,10
LAX,19620127,10
LAX,19620128,30
LAX,19620129,30
LAX,19620130,30
LAX,19620131,30
LAX,19620201,10
LAX,19620202,10
LAX,19620203,40
LAX,19620204,50
LAX,19620205,40
LAX,19620206,40
LAX,19620207,40
LAX,19620208,40
LAX,19620209,40
LAX,19620210,40
LAX,19620211,40
LAX,19620212,40
LAX,19620213,10
LAX,19620214,40
LAX,19620215,40
LAX,19620216,40
LAX,19620217,10
LAX,19620218,10
LAX,19620219,70
LAX,19620220,50
LAX,19620221,50
LAX,19620222,10
LAX,19620223,50
LAX,19620224,40
LAX,19620225,20
LAX,19620226,50
LAX,19620227,70
LAX,19620228,20
LAX,19620301,20
LAX,19620302,50
LAX,19620303,10
LAX,19620304,10
LAX,19620305,40
LAX,19620306,10
LAX,19620307,10
LAX,19620308,10
LAX,19620309,70
LAX,19620310,20
LAX,19620311,20
LAX,19620312,10
LAX,19620313,20
LAX,19620314,20
LAX,19620315,20
LAX,19620316,50
LAX,19620317,50
LAX,19620318,50
LAX,19620319,50
LAX,19620320,50
LAX,19620321,50
LAX,19620322,50
LAX,19620323,10
LAX,19620324,10
LAX,19620325,10
LAX,19620326,10
LAX,19620327,50
LAX,19620328,50
LAX,19620329,40
LAX,19620330,50
LAX,19620331,10
LAX,19620401,50
LAX,19620402,40
LAX,19620403,40
LAX,19620404,40
LAX,19620405,50
LAX,19620406,30
LAX,19620407,60
LAX,19620408,60
LAX,19620409,40
LAX,19620410,40
LAX,19620411,40
LAX,19620412,50
LAX,19620413,50
LAX,19620414,50
LAX,19620415,50
LAX,19620416,50
LAX,19620417,50
LAX,19620418,40
LAX,19620419,10
LAX,19620420,71
LAX,19620421,10
LAX,19620422,10
LAX,19620423,40
LAX,19620424,40
LAX,19620425,40
LAX,19620426,10
LAX,19620427,10
LAX,19620428,40
LAX,19620429,10
LAX,19620430,10
LAX,19620501,70
LAX,19620502,10
LAX,19620503,10
LAX,19620504,40
LAX,19620505,10
LAX,19620506,40
LAX,19620507,10
LAX,19620508,10
LAX,19620509,40
LAX,19620510,40
LAX,19620511,10
LAX,19620512,20
LAX,19620513,20
LAX,19620514,50
LAX,19620515,20
LAX,19620516,20
LAX,19620517,20
LAX,19620518,10
LAX,19620519,10
LAX,19620520,20
LAX,19620521,10
LAX,19620522,10
LAX,19620523,10
LAX,19620524,20
LAX,19620525,10
LAX,19620526,10
LAX,19620527,50
LAX,19620528,10
LAX,19620529,40
LAX,19620530,40
LAX,19620531,10
LAX,19620601,50
LAX,19620602,50
LAX,19620603,50
LAX,19620604,10
LAX,19620605,20
LAX,19620606,20
LAX,19620607,50
LAX,19620608,50
LAX,19620609,50
LAX,19620610,50
LAX,19620611,50
LAX,19620612,50
LAX,19620613,20
LAX,19620614,20
LAX,19620615,50
LAX,19620616,20
LAX,19620617,10
LAX,19620618,50
LAX,19620619,40
LAX,19620620,40
LAX,19620621,50
LAX,19620622,50
LAX,19620623,50
LAX,19620624,50
LAX,19620625,10
LAX,19620626,10
LAX,19620627,10
LAX,19620628,10
LAX,19620629,10
LAX,19620630,40
LAX,19620701,50
LAX,19620702,20
LAX,19620703,20
LAX,19620704,50
LAX,19620705,50
LAX,19620706,20
LAX,19620707,20
LAX,19620708,10
LAX,19620709,40
LAX,19620710,10
LAX,19620711,10
LAX,19620712,40
LAX,19620713,10
LAX,19620714,10
LAX,19620715,40
LAX,19620716,40
LAX,19620717,50
LAX,19620718,20
LAX,19620719,20
LAX,19620720,50
LAX,19620721,10
LAX,19620722,40
LAX,19620723,40
LAX,19620724,40
LAX,19620725,50
LAX,19620726,40
LAX,19620727,40
LAX,19620728,50
LAX,19620729,20
LAX,19620730,50
LAX,19620731,10
LAX,19620801,50
LAX,19620802,10
LAX,19620803,10
LAX,19620804,10
LAX,19620805,10
LAX,19620806,10
LAX,19620807,10
LAX,19620808,10
LAX,19620809,10
LAX,19620810,10
LAX,19620811,40
LAX,19620812,40
LAX,19620813,40
LAX,19620814,40
LAX,19620815,40
LAX,19620816,10
LAX,19620817,10
LAX,19620818,10
LAX,19620819,40
LAX,19620820,40
LAX,19620821,40
LAX,19620822,40
LAX,19620823,10
LAX,19620824,10
LAX,19620825,10
LAX,19620826,40
LAX,19620827,40
LAX,19620828,40
LAX,19620829,40
LAX,19620830,40
LAX,19620831,40
LAX,19620901,40
LAX,19620902,40
LAX,19620903,40
LAX,19620904,40
LAX,19620905,10
LAX,19620906,40
LAX,19620907,70
LAX,19620908,40
LAX,19620909,10
LAX,19620910,40
LAX,19620911,40
LAX,19620912,10
LAX,19620913,10
LAX,19620914,40
LAX,19620915,10
LAX,19620916,40
LAX,19620917,40
LAX,19620918,40
LAX,19620919,10
LAX,19620920,10
LAX,19620921,40
LAX,19620922,40
LAX,19620923,10
LAX,19620924,10
LAX,19620925,40
LAX,19620926,10
LAX,19620927,40
LAX,19620928,40
LAX,19620929,10
LAX,19620930,10
LAX,19621001,40
LAX,19621002,40
LAX,19621003,40
LAX,19621004,40
LAX,19621005,10
LAX,19621006,40
LAX,19621007,10
LAX,19621008,10
LAX,19621009,40
LAX,19621010,40
LAX,19621011,40
LAX,19621012,40
LAX,19621013,40
LAX,19621014,40
LAX,19621015,10
LAX,19621016,10
LAX,19621017,10
LAX,19621018,40
LAX,19621019,40
LAX,19621020,10
LAX,19621021,10
LAX,19621022,10
LAX,19621023,10
LAX,19621024,50
LAX,19621025,50
LAX,19621026,50
LAX,19621027,50
LAX,19621028,50
LAX,19621029,50
LAX,19621030,30
LAX,19621031,10
LAX,19621101,40
LAX,19621102,60
LAX,19621103,40
LAX,19621104,40
LAX,19621105,40
LAX,19621106,40
LAX,19621107,40
LAX,19621108,40
LAX,19621109,40
LAX,19621110,40
LAX,19621111,10
LAX,19621112,40
LAX,19621113,40
LAX,19621114,40
LAX,19621115,10
LAX,19621116,70
LAX,19621117,70
LAX,19621118,10
LAX,19621119,70
LAX,19621120,10
LAX,19621121,10
LAX,19621122,50
LAX,19621123,40
LAX,19621124,40
LAX,19621125,10
LAX,19621126,50
LAX,19621127,10
LAX,19621128,40
LAX,19621129,10
LAX,19621130,10
LAX,19621201,10
LAX,19621202,40
LAX,19621203,40
LAX,19621204,10
LAX,19621205,10
LAX,19621206,10
LAX,19621207,40
LAX,19621208,40
LAX,19621209,40
LAX,19621210,40
LAX,19621211,40
LAX,19621212,40
LAX,19621213,40
LAX,19621214,40
LAX,19621215,40
LAX,19621216,40
LAX,19621217,60
LAX,19621218,60
LAX,19621219,40
LAX,19621220,40
LAX,19621221,10
LAX,19621222,50
LAX,19621223,40
LAX,19621224,40
LAX,19621225,10
LAX,19621226,20
LAX,19621227,20
LAX,19621228,20
LAX,19621229,10
LAX,19621230,10
LAX,19621231,10
LAX,19630101,10
LAX,19630102,40
LAX,19630103,40
LAX,19630104,10
LAX,19630105,10
LAX,19630106,30
LAX,19630107,30
LAX,19630108,60
LAX,19630109,40
LAX,19630110,40
LAX,19630111,10
LAX,19630112,70
LAX,19630113,70
LAX,19630114,20
LAX,19630115,10
LAX,19630116,10
LAX,19630117,10
LAX,19630118,50
LAX,19630119,70
LAX,19630120,70
LAX,19630121,70
LAX,19630122,10
LAX,19630123,10
LAX,19630124,10
LAX,19630125,40
LAX,19630126,10
LAX,19630127,40
LAX,19630128,40
LAX,19630129,40
LAX,19630130,40
LAX,19630131,40
LAX,19630201,40
LAX,19630202,60
LAX,19630203,30
LAX,19630204,31
LAX,19630205,60
LAX,19630206,60
LAX,19630207,40
LAX,19630208,40
LAX,19630209,70
LAX,19630210,40
LAX,19630211,60
LAX,19630212,40
LAX,19630213,40
LAX,19630214,40
LAX,19630215,40
LAX,19630216,40
LAX,19630217,40
LAX,19630218,40
LAX,19630219,40
LAX,19630220,40
LAX,19630221,40
LAX,19630222,60
LAX,19630223,32
LAX,19630224,30
LAX,19630225,10
LAX,19630226,40
LAX,19630227,60
LAX,19630228,30
LAX,19630301,70
LAX,19630302,70
LAX,19630303,70
LAX,19630304,72
LAX,19630305,70
LAX,19630306,10
LAX,19630307,10
LAX,19630308,10
LAX,19630309,10
LAX,19630310,10
LAX,19630311,10
LAX,19630312,10
LAX,19630313,10
LAX,19630314,70
LAX,19630315,50
LAX,19630316,70
LAX,19630317,50
LAX,19630318,20
LAX,19630319,10
LAX,19630320,10
LAX,19630321,10
LAX,19630322,10
LAX,19630323,40
LAX,19630324,10
LAX,19630325,10
LAX,19630326,10
LAX,19630327,10
LAX,19630328,70
LAX,19630329,10
LAX,19630330,10
LAX,19630331,40
LAX,19630401,70
LAX,19630402,70
LAX,19630403,20
LAX,19630404,10
LAX,19630405,10
LAX,19630406,40
LAX,19630407,40
LAX,19630408,40
LAX,19630409,10
LAX,19630410,10
LAX,19630411,10
LAX,19630412,10
LAX,19630413,40
LAX,19630414,40
LAX,19630415,40
LAX,19630416,70
LAX,19630417,70
LAX,19630418,20
LAX,19630419,20
LAX,19630420,50
LAX,19630421,20
LAX,19630422,10
LAX,19630423,10
LAX,19630424,10
LAX,19630425,10
LAX,19630426,70
LAX,19630427,10
LAX,19630428,10
LAX,19630429,10
LAX,19630430,40
LAX,19630501,50
LAX,19630502,40
LAX,19630503,40
LAX,19630504,40
LAX,19630505,10
LAX,19630506,10
LAX,19630507,40
LAX,19630508,70
LAX,19630509,10
LAX,19630510,10
LAX,19630511,70
LAX,19630512,70
LAX,19630513,10
LAX,19630514,10
LAX,19630515,10
LAX,19630516,40
LAX,19630517,40
LAX,19630518,40
LAX,19630519,40
LAX,19630520,10
LAX,19630521,40
LAX,19630522,40
LAX,19630523,40
LAX,19630524,10
LAX,19630525,40
LAX,19630526,40
LAX,19630527,40
LAX,19630528,40
LAX,19630529,10
LAX,19630530,40
LAX,19630531,40
LAX,19630601,40
LAX,19630602,40
LAX,19630603,40
LAX,19630604,10
LAX,19630605,40
LAX,19630606,20
LAX,19630607,10
LAX,19630608,10
LAX,19630609,50
LAX,19630610,50
LAX,19630611,50
LAX,19630612,40
LAX,19630613,10
LAX,19630614,40
LAX,19630615,40
LAX,19630616,40
LAX,19630617,40
LAX,19630618,40
LAX,19630619,40
LAX,19630620,40
LAX,19630621,10
LAX,19630622,10
LAX,19630623,10
LAX,19630624,10
LAX,19630625,10
LAX,19630626,40
LAX,19630627,10
LAX,19630628,10
LAX,19630629,70
LAX,19630630,10
LAX,19630701,10
LAX,19630702,10
LAX,19630703,10
LAX,19630704,10
LAX,19630705,40
LAX,19630706,10
LAX,19630707,10
LAX,19630708,70
LAX,19630709,10
LAX,19630710,40
LAX,19630711,40
LAX,19630712,40
LAX,19630713,10
LAX,19630714,10
LAX,19630715,10
LAX,19630716,10
LAX,19630717,10
LAX,19630718,10
LAX,19630719,10
LAX,19630720,40
LAX,19630721,40
LAX,19630722,10
LAX,19630723,40
LAX,19630724,10
LAX,19630725,10
LAX,19630726,10
LAX,19630727,10
LAX,19630728,10
LAX,19630729,10
LAX,19630730,10
LAX,19630731,10
LAX,19630801,10
LAX,19630802,10
LAX,19630803,10
LAX,19630804,10
LAX,19630805,40
LAX,19630806,40
LAX,19630807,40
LAX,19630808,10
LAX,19630809,40
LAX,19630810,40
LAX,19630811,40
LAX,19630812,10
LAX,19630813,10
LAX,19630814,60
LAX,19630815,60
LAX,19630816,60
LAX,19630817,10
LAX,19630818,10
LAX,19630819,10
LAX,19630820,10
LAX,19630821,10
LAX,19630822,10
LAX,19630823,10
LAX,19630824,10
LAX,19630825,70
LAX,19630826,10
LAX,19630827,10
LAX,19630828,10
LAX,19630829,10
LAX,19630830,10
LAX,19630831,10
LAX,19630901,10
LAX,19630902,40
LAX,19630903,40
LAX,19630904,40
LAX,19630905,40
LAX,19630906,40
LAX,19630907,10
LAX,19630908,10
LAX,19630909,10
LAX,19630910,10
LAX,19630911,30
LAX,19630912,30
LAX,19630913,60
LAX,19630914,10
LAX,19630915,60
LAX,19630916,60
LAX,19630917,70
LAX,19630918,70
LAX,19630919,40
LAX,19630920,70
LAX,19630921,10
LAX,19630922,10
LAX,19630923,10
LAX,19630924,60
LAX,19630925,60
LAX,19630926,35
LAX,19630927,70
LAX,19630928,70
LAX,19630929,70
LAX,19630930,70
LAX,19631001,60
LAX,19631002,60
LAX,19631003,60
LAX,19631004,40
LAX,19631005,60
LAX,19631006,10
LAX,19631007,10
LAX,19631008,60
LAX,19631009,60
LAX,19631010,10
LAX,19631011,40
LAX,19631012,10
LAX,19631013,10
LAX,19631014,10
LAX,19631015,40
LAX,19631016,40
LAX,19631017,10
LAX,19631018,40
LAX,19631019,70
LAX,19631020,40
LAX,19631021,10
LAX,19631022,10
LAX,19631023,40
LAX,19631024,10
LAX,19631025,10
LAX,19631026,10
LAX,19631027,60
LAX,19631028,40
LAX,19631029,10
LAX,19631030,40
LAX,19631031,10
LAX,19631101,30
LAX,19631102,60
LAX,19631103,60
LAX,19631104,60
LAX,19631105,10
LAX,19631106,70
LAX,19631107,70
LAX,19631108,10
LAX,19631109,10
LAX,19631110,60
LAX,19631111,40
LAX,19631112,40
LAX,19631113,40
LAX,19631114,40
LAX,19631115,40
LAX,19631116,10
LAX,19631117,10
LAX,19631118,10
LAX,19631119,10
LAX,19631120,40
LAX,19631121,70
LAX,19631122,20
LAX,19631123,10
LAX,19631124,10
LAX,19631125,10
LAX,19631126,30
LAX,19631127,10
LAX,19631128,10
LAX,19631129,30
LAX,19631130,30
